-3.809523809523809312e-01,-2.857142857142856984e-01,-1.904761904761904656e-01,-9.523809523809523281e-02,0.000000000000000000e+00,9.523809523809523281e-02,1.904761904761904656e-01,2.857142857142856984e-01,3.809523809523809312e-01
-3.809523809523809312e-01,-2.857142857142856984e-01,-1.904761904761904656e-01,-1.031746031746031689e-01,0.000000000000000000e+00,1.031746031746031689e-01,1.904761904761904656e-01,2.857142857142856984e-01,3.809523809523809312e-01
-3.888888888888888951e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.888888888888888951e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-4.047619047619047672e-01,-3.047619047619047339e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.047619047619047894e-01,4.047619047619047672e-01
-4.126984126984126755e-01,-3.174603174603174427e-01,-2.126984126984126644e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.126984126984126644e-01,3.174603174603174427e-01,4.126984126984126755e-01
-4.126984126984126755e-01,-3.174603174603174427e-01,-2.222222222222222099e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.222222222222222099e-01,3.174603174603174427e-01,4.126984126984126755e-01
-4.126984126984126755e-01,-3.174603174603174427e-01,-2.222222222222222099e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.222222222222222099e-01,3.174603174603174427e-01,4.126984126984126755e-01
-4.285714285714285476e-01,-3.333333333333333148e-01,-2.301587301587301460e-01,-1.206349206349206643e-01,0.000000000000000000e+00,1.206349206349206643e-01,2.301587301587301460e-01,3.333333333333333148e-01,4.285714285714285476e-01
-4.285714285714285476e-01,-3.333333333333333148e-01,-2.380952380952380820e-01,-1.269841269841269771e-01,0.000000000000000000e+00,1.269841269841269771e-01,2.380952380952380820e-01,3.333333333333333148e-01,4.285714285714285476e-01
-4.444444444444444198e-01,-3.492063492063491870e-01,-2.412698412698412453e-01,-1.269841269841269771e-01,0.000000000000000000e+00,1.269841269841269771e-01,2.412698412698413286e-01,3.492063492063491870e-01,4.444444444444444198e-01
-4.444444444444444198e-01,-3.492063492063491870e-01,-2.539682539682539542e-01,-1.349206349206349131e-01,0.000000000000000000e+00,1.349206349206349131e-01,2.539682539682539542e-01,3.492063492063491870e-01,4.444444444444444198e-01
-4.603174603174602919e-01,-3.650793650793650591e-01,-2.619047619047619180e-01,-1.428571428571428492e-01,0.000000000000000000e+00,1.428571428571428492e-01,2.619047619047619180e-01,3.650793650793650591e-01,4.603174603174602919e-01
-4.603174603174602919e-01,-3.650793650793650591e-01,-2.698412698412698263e-01,-1.428571428571428492e-01,0.000000000000000000e+00,1.428571428571428492e-01,2.698412698412698263e-01,3.650793650793650591e-01,4.603174603174602919e-01
-4.761904761904761640e-01,-3.809523809523809312e-01,-2.857142857142856984e-01,-1.587301587301587213e-01,0.000000000000000000e+00,1.587301587301587213e-01,2.857142857142856984e-01,3.809523809523809312e-01,4.761904761904761640e-01
-4.761904761904761640e-01,-3.936507936507936400e-01,-2.857142857142856984e-01,-1.666666666666666574e-01,0.000000000000000000e+00,1.666666666666666574e-01,2.857142857142856984e-01,3.936507936507935845e-01,4.761904761904761640e-01
-4.920634920634920362e-01,-3.968253968253968034e-01,-3.015873015873015706e-01,-1.888888888888888562e-01,0.000000000000000000e+00,1.888888888888888562e-01,3.015873015873015706e-01,3.968253968253968034e-01,4.920634920634920362e-01
-4.920634920634920362e-01,-3.968253968253968034e-01,-3.015873015873015706e-01,-1.904761904761904656e-01,0.000000000000000000e+00,1.904761904761904656e-01,3.015873015873015706e-01,3.968253968253968034e-01,4.920634920634920362e-01
-4.920634920634920362e-01,-3.968253968253968034e-01,-3.015873015873015706e-01,-1.904761904761904656e-01,0.000000000000000000e+00,1.904761904761904656e-01,3.015873015873015706e-01,3.968253968253968034e-01,4.920634920634920362e-01
-4.920634920634920362e-01,-3.968253968253968034e-01,-3.015873015873015706e-01,-1.888888888888888562e-01,0.000000000000000000e+00,1.888888888888888562e-01,3.015873015873015706e-01,3.968253968253968034e-01,4.920634920634920362e-01
-4.761904761904761640e-01,-3.936507936507936400e-01,-2.857142857142856984e-01,-1.666666666666666574e-01,0.000000000000000000e+00,1.666666666666666574e-01,2.857142857142856984e-01,3.936507936507935845e-01,4.761904761904761640e-01
-4.761904761904761640e-01,-3.809523809523809312e-01,-2.857142857142856984e-01,-1.587301587301587213e-01,0.000000000000000000e+00,1.587301587301587213e-01,2.857142857142856984e-01,3.809523809523809312e-01,4.761904761904761640e-01
-4.603174603174602919e-01,-3.650793650793650591e-01,-2.698412698412698263e-01,-1.428571428571428492e-01,0.000000000000000000e+00,1.428571428571428492e-01,2.698412698412698263e-01,3.650793650793650591e-01,4.603174603174602919e-01
-4.603174603174602919e-01,-3.650793650793650591e-01,-2.619047619047619180e-01,-1.428571428571428492e-01,0.000000000000000000e+00,1.428571428571428492e-01,2.619047619047619180e-01,3.650793650793650591e-01,4.603174603174602919e-01
-4.444444444444444198e-01,-3.492063492063491870e-01,-2.539682539682539542e-01,-1.349206349206349131e-01,0.000000000000000000e+00,1.349206349206349131e-01,2.539682539682539542e-01,3.492063492063491870e-01,4.444444444444444198e-01
-4.444444444444444198e-01,-3.492063492063491870e-01,-2.412698412698412453e-01,-1.269841269841269771e-01,0.000000000000000000e+00,1.269841269841269771e-01,2.412698412698413286e-01,3.492063492063491870e-01,4.444444444444444198e-01
-4.285714285714285476e-01,-3.333333333333333148e-01,-2.380952380952380820e-01,-1.269841269841269771e-01,0.000000000000000000e+00,1.269841269841269771e-01,2.380952380952380820e-01,3.333333333333333148e-01,4.285714285714285476e-01
-4.285714285714285476e-01,-3.333333333333333148e-01,-2.301587301587301460e-01,-1.206349206349206643e-01,0.000000000000000000e+00,1.206349206349206643e-01,2.301587301587301460e-01,3.333333333333333148e-01,4.285714285714285476e-01
-4.126984126984126755e-01,-3.174603174603174427e-01,-2.222222222222222099e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.222222222222222099e-01,3.174603174603174427e-01,4.126984126984126755e-01
-4.126984126984126755e-01,-3.174603174603174427e-01,-2.222222222222222099e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.222222222222222099e-01,3.174603174603174427e-01,4.126984126984126755e-01
-4.126984126984126755e-01,-3.174603174603174427e-01,-2.126984126984126644e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.126984126984126644e-01,3.174603174603174427e-01,4.126984126984126755e-01
-4.047619047619047672e-01,-3.047619047619047339e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.047619047619047894e-01,4.047619047619047672e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.968253968253968034e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.968253968253968034e-01
-3.888888888888888951e-01,-3.015873015873015706e-01,-2.063492063492063378e-01,-1.111111111111111049e-01,0.000000000000000000e+00,1.111111111111111049e-01,2.063492063492063378e-01,3.015873015873015706e-01,3.888888888888888951e-01
